pair,event_type,lookback_window,magnitude_bucket,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
GBPUSD,sweep_high,96,large,2,-1.4919753e-05,-1.4964121e-05,-1.4919753e-05,0.00073374812,0.48663522,0.48663522,0.51100629,0.00074141391,0.00072795276,0.0011132361,1272,3.1213589e-05,False
GBPUSD,sweep_high,96,large,4,1.2228728e-05,1.7969517e-06,1.2228728e-05,0.00096686032,0.5,0.5,0.49528302,0.0010174479,0.0009954126,0.0014777885,1272,4.1435133e-05,False
GBPUSD,sweep_high,96,large,8,2.2742043e-05,-6.0839064e-05,2.2742043e-05,0.0013501681,0.48506289,0.48506289,0.51415094,0.0013993503,0.0013621229,0.0019507021,1272,5.4694972e-05,False
GBPUSD,sweep_high,96,medium,1,-6.2377507e-06,-3.9923825e-06,-6.2377507e-06,0.00045340607,0.48937844,0.48937844,0.50275374,0.00044764778,0.00044877552,0.00074874474,1271,2.1002017e-05,False
GBPUSD,sweep_high,96,medium,2,-1.9750557e-05,-3.625014e-05,-1.9750557e-05,0.00062965956,0.47049567,0.47049567,0.52242329,0.00063300095,0.00063838944,0.00099913691,1271,2.8025426e-05,False
GBPUSD,sweep_high,96,medium,4,-2.7809941e-05,-5.2514219e-05,-2.7809941e-05,0.00087045869,0.46341463,0.46341463,0.53422502,0.00088101017,0.00087690216,0.0013418246,1271,3.7637692e-05,False
GBPUSD,sweep_high,96,medium,8,-4.4500575e-05,-7.8540405e-05,-4.4500575e-05,0.0011998493,0.47521637,0.47521637,0.52478363,0.0012084849,0.0012202336,0.0018369548,1271,5.1525913e-05,False
GBPUSD,sweep_high,96,small,1,1.9044008e-05,-1.950679e-06,1.9044008e-05,0.0004320326,0.49921384,0.49921384,0.5,0.0004345973,0.00041669504,0.00063824361,1272,1.7895462e-05,False
GBPUSD,sweep_high,96,small,2,2.4678935e-07,-2.3503716e-05,2.4678935e-07,0.00059457727,0.47327044,0.47327044,0.52515723,0.00062299838,0.00060313565,0.00094847194,1272,2.6593833e-05,False
GBPUSD,sweep_high,96,small,4,1.2049701e-05,2.6373163e-05,1.2049701e-05,0.00084256098,0.51493711,0.51493711,0.4827044,0.00088297287,0.0008467313,0.0013477806,1272,3.7789891e-05,False
GBPUSD,sweep_high,96,small,8,-3.9297175e-06,-1.7812275e-05,-3.9297175e-06,0.0010991185,0.49292453,0.49292453,0.50471698,0.0012117407,0.0011468127,0.0016743656,1272,4.694688e-05,False
GBPUSD,sweep_low,24,large,1,8.4453015e-06,1.8256071e-05,-8.4453015e-06,0.00047673011,0.51622718,0.47971602,0.51622718,0.00048677354,0.00045746532,0.0007204608,2958,1.3246809e-05,False
GBPUSD,sweep_low,24,large,2,1.0247607e-05,7.2553458e-06,-1.0247607e-05,0.00067038629,0.50540906,0.49154834,0.50540906,0.00068507872,0.0006646536,0.0010176595,2958,1.8711277e-05,False
GBPUSD,sweep_low,24,large,4,-3.2315338e-06,-3.7340849e-06,3.2315338e-06,0.00093538765,0.49763354,0.50067613,0.49763354,0.0009809678,0.00094135621,0.001434273,2958,2.6371373e-05,False
GBPUSD,sweep_low,24,large,8,-3.1967697e-05,-3.9259186e-06,3.1967697e-05,0.0013015698,0.4979716,0.50169033,0.4979716,0.001367933,0.0013030745,0.0019045306,2958,3.5017801e-05,False
GBPUSD,sweep_low,24,medium,1,-1.9401604e-05,-3.8915957e-06,1.9401604e-05,0.00041630241,0.49442002,0.50253635,0.49442002,0.0004301522,0.00039517742,0.00060038571,2957,1.1040905e-05,False
GBPUSD,sweep_low,24,medium,2,-2.6985085e-05,0,2.6985085e-05,0.00059967766,0.49746365,0.49983091,0.49746365,0.00062147406,0.00057234362,0.00086902097,2957,1.5981024e-05,False
GBPUSD,sweep_low,24,medium,4,-3.5313869e-05,-3.9608509e-06,3.5313869e-05,0.00083338658,0.49543456,0.50287454,0.49543456,0.00088067144,0.00080611942,0.0012329243,2957,2.2673092e-05,False
GBPUSD,sweep_low,24,medium,8,-3.723973e-05,3.0712767e-05,3.723973e-05,0.0011896379,0.50828542,0.49036185,0.50828542,0.0012487371,0.0011751879,0.0017587631,2957,3.2343102e-05,False
GBPUSD,sweep_low,24,small,1,8.2362243e-06,1.8371681e-05,-8.2362243e-06,0.00042481306,0.52215083,0.47243828,0.52215083,0.00041404724,0.00040495582,0.0006251462,2957,1.1496243e-05,False
GBPUSD,sweep_low,24,small,2,-8.6214351e-06,1.5987274e-05,8.6214351e-06,0.00059531945,0.51538722,0.4825837,0.51538722,0.00059784835,0.00057050997,0.00087551827,2957,1.6100507e-05,False
GBPUSD,sweep_low,24,small,4,-3.1201816e-05,7.9273852e-06,3.1201816e-05,0.0008044041,0.50422726,0.49408184,0.50422726,0.0008374177,0.00079646668,0.0011978811,2957,2.2028659e-05,False
GBPUSD,sweep_low,24,small,8,-2.1260738e-05,3.5403521e-05,2.1260738e-05,0.0011302024,0.51031451,0.48833277,0.51031451,0.0011717956,0.0011249576,0.0016973329,2957,3.121342e-05,False
GBPUSD,sweep_low,48,large,1,1.1806453e-05,2.3100824e-05,-1.1806453e-05,0.00051812902,0.51875304,0.47686313,0.51875304,0.00052117016,0.00049760852,0.00078126304,2053,1.7242602e-05,False
GBPUSD,sweep_low,48,large,2,1.3985047e-05,2.2893336e-05,-1.3985047e-05,0.00071897399,0.51339503,0.48368242,0.51339503,0.00072982364,0.00071635969,0.0010633202,2053,2.3467649e-05,False
GBPUSD,sweep_low,48,large,4,-2.3732373e-05,3.8614959e-06,2.3732373e-05,0.0010105444,0.50073064,0.49878227,0.50073064,0.0010580514,0.001012069,0.0015317009,2053,3.3804886e-05,False
GBPUSD,sweep_low,48,large,8,-6.1940457e-05,-1.5672384e-05,6.1940457e-05,0.001393665,0.49439844,0.50511447,0.49439844,0.0014680587,0.0013856047,0.0020046768,2053,4.4243542e-05,False
GBPUSD,sweep_low,48,medium,1,-2.2500203e-05,-8.0647812e-06,2.2500203e-05,0.00044813445,0.48927875,0.50779727,0.48927875,0.00047136867,0.00042600643,0.00063584703,2052,1.4036666e-05,False
GBPUSD,sweep_low,48,medium,2,-3.7995402e-05,-3.9307805e-06,3.7995402e-05,0.00065169744,0.49610136,0.50146199,0.49610136,0.00068213453,0.0006164162,0.0009359755,2052,2.0662164e-05,False
GBPUSD,sweep_low,48,medium,4,-4.7580614e-05,-7.6191493e-06,4.7580614e-05,0.00091594739,0.49269006,0.50584795,0.49269006,0.00096550092,0.00087350481,0.0013230647,2052,2.9207366e-05,False
GBPUSD,sweep_low,48,medium,8,-1.8041833e-05,6.1210866e-05,1.8041833e-05,0.001286557,0.51608187,0.4834308,0.51608187,0.0013513371,0.00128039,0.001876077,2052,4.1415411e-05,False
GBPUSD,sweep_low,48,small,1,-2.0014827e-06,1.4882453e-05,2.0014827e-06,0.0004686604,0.51413255,0.48001949,0.51413255,0.0004696348,0.00044161258,0.00067355052,2052,1.4868991e-05,False
GBPUSD,sweep_low,48,small,2,-1.4207722e-05,2.108311e-05,1.4207722e-05,0.00065462735,0.51754386,0.48001949,0.51754386,0.0006699379,0.00062584437,0.0009292859,2052,2.0514487e-05,False
GBPUSD,sweep_low,48,small,4,-5.5058815e-05,-3.9363683e-06,5.5058815e-05,0.00088114778,0.49707602,0.50097466,0.49707602,0.00093979704,0.00086725078,0.0012524871,2052,2.7649327e-05,False
GBPUSD,sweep_low,48,small,8,-3.1165366e-05,2.5908003e-05,3.1165366e-05,0.0012229555,0.50730994,0.49074074,0.50730994,0.0012990991,0.0012265943,0.0017530941,2052,3.8700497e-05,False
GBPUSD,sweep_low,96,large,1,5.8741762e-06,2.900045e-05,-5.8741762e-06,0.00055952637,0.51910828,0.47691083,0.51910828,0.00056876206,0.00053708107,0.00084952228,1256,2.3970658e-05,False
GBPUSD,sweep_low,96,large,2,-1.2958765e-05,2.4140299e-05,1.2958765e-05,0.00078575524,0.5111465,0.48726115,0.5111465,0.00079356145,0.00076132727,0.0011715883,1256,3.3058276e-05,False
GBPUSD,sweep_low,96,large,4,-7.6498483e-05,-5.8870505e-06,7.6498483e-05,0.0010645966,0.49840764,0.50079618,0.49840764,0.0011457975,0.0010370712,0.0016513479,1256,4.6595476e-05,False
GBPUSD,sweep_low,96,large,8,-0.00011297216,-2.7233843e-05,0.00011297216,0.0014356197,0.49044586,0.50875796,0.49044586,0.001570533,0.0014046532,0.0020600019,1256,5.8126318e-05,False
GBPUSD,sweep_low,96,medium,1,-1.3715836e-05,-1.8047917e-05,1.3715836e-05,0.00046649574,0.47770701,0.51990446,0.47770701,0.00048900656,0.00045195372,0.00067123467,1256,1.8939982e-05,False
GBPUSD,sweep_low,96,medium,2,-4.3753545e-05,3.821361e-06,4.3753545e-05,0.00068531424,0.50398089,0.49442675,0.50398089,0.00071466051,0.00064509899,0.00098019469,1256,2.7657793e-05,False
GBPUSD,sweep_low,96,medium,4,-6.5642061e-05,-4.042415e-06,6.5642061e-05,0.00096573669,0.49522293,0.50318471,0.49522293,0.0010177232,0.0009067238,0.0013836118,1256,3.9040865e-05,False
GBPUSD,sweep_low,96,medium,8,-9.8772653e-06,9.4144756e-05,9.8772653e-06,0.0013519444,0.5294586,0.46974522,0.5294586,0.0014148025,0.0013103884,0.00199167,1256,5.6198221e-05,False
GBPUSD,sweep_low,96,small,1,-2.037989e-05,1.2070785e-05,2.037989e-05,0.00048569411,0.51512739,0.47770701,0.51512739,0.00049325873,0.0004414742,0.00068133909,1256,1.9225095e-05,False
GBPUSD,sweep_low,96,small,2,-2.8288683e-05,7.896493e-06,2.8288683e-05,0.00067878237,0.50636943,0.48964968,0.50636943,0.00069965918,0.00062737895,0.00098226045,1256,2.7716082e-05,False
GBPUSD,sweep_low,96,small,4,-5.9687965e-05,7.8095439e-06,5.9687965e-05,0.00090086385,0.50159236,0.49601911,0.50159236,0.00096508017,0.00087127237,0.0012986959,1256,3.6644824e-05,False
GBPUSD,sweep_low,96,small,8,-7.0993117e-05,1.8093653e-06,7.0993117e-05,0.0012446844,0.5,0.49920382,0.5,0.0013296443,0.0012109307,0.0018058293,1256,5.0954423e-05,False
USDJPY,breakout_high,24,large,1,-1.8065571e-06,-1.8198328e-05,-1.8065571e-06,0.00042323777,0.47292191,0.47292191,0.5220403,0.00045895585,0.00043622312,0.00066826921,3176,1.1857993e-05,False
USDJPY,breakout_high,24,large,2,-1.5870015e-05,-3.1959059e-05,-1.5870015e-05,0.00056767527,0.47355164,0.47355164,0.52267003,0.00061178696,0.00061591686,0.00088255208,3176,1.5660301e-05,False
USDJPY,breakout_high,24,large,4,-3.3789324e-05,-4.7724196e-06,-3.3789324e-05,0.00083580588,0.49559194,0.49559194,0.50188917,0.0008488584,0.00088038409,0.0012828905,3176,2.2764041e-05,False
USDJPY,breakout_high,24,large,8,-1.6023921e-05,4.5971339e-06,-1.6023921e-05,0.0012053878,0.50125945,0.50125945,0.49779597,0.0011825758,0.0012411007,0.001952075,3176,3.4638274e-05,False
USDJPY,breakout_high,24,medium,1,1.3763856e-05,-2.3847659e-05,1.3763856e-05,0.00036207387,0.47008816,0.47008816,0.52487406,0.00038146509,0.00036010546,0.00056154525,3176,9.9642477e-06,False
USDJPY,breakout_high,24,medium,2,1.1099431e-05,-2.1608302e-05,1.1099431e-05,0.0005054203,0.47827456,0.47827456,0.51700252,0.00053943764,0.00051775288,0.00076147458,3176,1.3511861e-05,False
USDJPY,breakout_high,24,medium,4,1.1481026e-05,-3.2017019e-05,1.1481026e-05,0.00071127468,0.4738665,0.4738665,0.5220403,0.00075434532,0.00074502232,0.0010867202,3176,1.9283128e-05,False
USDJPY,breakout_high,24,medium,8,2.1847846e-05,-5.0208817e-05,2.1847846e-05,0.0010194316,0.47638539,0.47638539,0.51983627,0.0010565436,0.001066903,0.0015849704,3176,2.8124248e-05,False
USDJPY,breakout_high,24,small,1,-3.6619217e-06,-1.3351536e-05,-3.6619217e-06,0.00033342937,0.47890428,0.47890428,0.51542821,0.00032501651,0.00032806721,0.00065838158,3176,1.1682544e-05,False
USDJPY,breakout_high,24,small,2,-1.2968777e-06,-1.3412257e-05,-1.2968777e-06,0.00045162222,0.48394207,0.48394207,0.51196474,0.00045942567,0.00046534858,0.00069636785,3176,1.2356585e-05,False
USDJPY,breakout_high,24,small,4,2.1456697e-05,-7.8594698e-06,2.1456697e-05,0.00063263742,0.49244332,0.49244332,0.50503778,0.00065177485,0.00065873262,0.00092813682,3176,1.6469172e-05,False
USDJPY,breakout_high,24,small,8,-4.6125021e-06,-4.2774221e-05,-4.6125021e-06,0.00091288832,0.47827456,0.47827456,0.51983627,0.00092026545,0.00095004044,0.001361273,3176,2.4154886e-05,False
USDJPY,breakout_high,48,large,1,1.3395037e-05,-4.5763658e-06,1.3395037e-05,0.00042989898,0.49160236,0.49160236,0.50385837,0.00047393417,0.00044130378,0.00064292642,2203,1.3697901e-05,False
USDJPY,breakout_high,48,large,2,-5.6925983e-06,-2.6594094e-05,-5.6925983e-06,0.00057357314,0.47980027,0.47980027,0.51702224,0.00062608316,0.00062261485,0.00087669235,2203,1.8678413e-05,False
USDJPY,breakout_high,48,large,4,1.9367e-06,3.2663514e-06,1.9367e-06,0.00083518793,0.50022696,0.50022696,0.49659555,0.00087355673,0.00087833743,0.001284633,2203,2.7369813e-05,False
USDJPY,breakout_high,48,large,8,3.5501546e-05,6.0421918e-05,3.5501546e-05,0.0012414478,0.51702224,0.51702224,0.48161598,0.0012294722,0.0012376622,0.00206105,2203,4.3911803e-05,False
USDJPY,breakout_high,48,medium,1,8.2161851e-06,-2.0501256e-05,8.2161851e-06,0.00036878068,0.4716296,0.4716296,0.52292329,0.0003872395,0.00037619496,0.00056576529,2203,1.2053941e-05,False
USDJPY,breakout_high,48,medium,2,1.1656788e-05,-9.8778115e-06,1.1656788e-05,0.00051989123,0.48660917,0.48660917,0.50794371,0.00054240095,0.00052993739,0.00078999982,2203,1.6831381e-05,False
USDJPY,breakout_high,48,medium,4,4.2379401e-06,-4.5584253e-05,4.2379401e-06,0.00071827596,0.46890604,0.46890604,0.52610077,0.00075108158,0.00075318567,0.0010702124,2203,2.2801463e-05,False
USDJPY,breakout_high,48,medium,8,-3.4188567e-06,-7.2498541e-05,-3.4188567e-06,0.001038956,0.46935996,0.46935996,0.5283704,0.0010455386,0.0010884571,0.0016133975,2203,3.4374321e-05,False
USDJPY,breakout_high,48,small,1,1.6243797e-05,-6.7900648e-06,1.6243797e-05,0.00033786759,0.48842488,0.48842488,0.50658193,0.00034286246,0.00032356791,0.00050177779,2203,1.0690652e-05,False
USDJPY,breakout_high,48,small,2,6.6668422e-06,-1.3706954e-05,6.6668422e-06,0.00046392234,0.48388561,0.48388561,0.51384476,0.00047630531,0.00046844921,0.00067261431,2203,1.4330418e-05,False
USDJPY,breakout_high,48,small,4,4.2779735e-05,0,4.2779735e-05,0.00065014149,0.49886518,0.49886518,0.49886518,0.00067419312,0.00066147095,0.00094836167,2203,2.0205367e-05,False
USDJPY,breakout_high,48,small,8,2.9470458e-05,-2.2081002e-05,2.9470458e-05,0.00092252265,0.49114843,0.49114843,0.50703586,0.0009411801,0.00094497316,0.0013806939,2203,2.9416444e-05,False
USDJPY,breakout_high,96,large,1,4.1755158e-05,9.2308183e-06,4.1755158e-05,0.00044560069,0.5069797,0.5069797,0.48730964,0.00049808336,0.00043727102,0.00065170152,1576,1.6416124e-05,False
USDJPY,breakout_high,96,large,2,4.0191941e-05,9.3298724e-06,4.0191941e-05,0.00058788829,0.50380711,0.50380711,0.4930203,0.00065983326,0.00060984775,0.00088157959,1576,2.2206669e-05,False
USDJPY,breakout_high,96,large,4,6.2910036e-05,3.4252787e-05,6.2910036e-05,0.00084854849,0.52284264,0.52284264,0.47588832,0.00091181048,0.00085546105,0.0013117919,1576,3.304356e-05,False
USDJPY,breakout_high,96,large,8,6.4657859e-05,0.00011275826,6.4657859e-05,0.001279835,0.53553299,0.53553299,0.46319797,0.001268029,0.0012343235,0.0021725859,1576,5.4726649e-05,False
USDJPY,breakout_high,96,medium,1,2.2677986e-05,-1.7770117e-05,2.2677986e-05,0.00037132733,0.47746032,0.47746032,0.51746032,0.00039771051,0.00037082338,0.00055780992,1575,1.4055489e-05,False
USDJPY,breakout_high,96,medium,2,3.4633035e-05,3.3150014e-06,3.4633035e-05,0.00052938417,0.50095238,0.50095238,0.49460317,0.00056197803,0.00052842406,0.00079837752,1575,2.0117223e-05,False
USDJPY,breakout_high,96,medium,4,4.539985e-05,-1.0153143e-05,4.539985e-05,0.0007207415,0.48698413,0.48698413,0.50666667,0.00077659318,0.0007374217,0.00104926,1575,2.6438867e-05,False
USDJPY,breakout_high,96,medium,8,4.1562108e-05,-4.7844601e-05,4.1562108e-05,0.0010346898,0.48126984,0.48126984,0.5168254,0.0010695667,0.0010627596,0.0015932805,1575,4.0146894e-05,False
USDJPY,breakout_high,96,small,1,1.3399259e-05,-5.6808834e-06,1.3399259e-05,0.0003467412,0.4892132,0.4892132,0.50571066,0.00034318737,0.00032833354,0.00052474334,1576,1.3218094e-05,False
USDJPY,breakout_high,96,small,2,6.3194557e-06,-9.9427492e-06,6.3194557e-06,0.00046647345,0.48413706,0.48413706,0.51269036,0.00047441166,0.00047478476,0.00066701177,1576,1.6801784e-05,False
USDJPY,breakout_high,96,small,4,3.5543082e-05,-4.4611015e-06,3.5543082e-05,0.00064206611,0.49428934,0.49428934,0.50317259,0.00066062367,0.00066451822,0.00092699156,1576,2.335058e-05,False
USDJPY,breakout_high,96,small,8,2.7597538e-05,-2.2947272e-05,2.7597538e-05,0.00089228584,0.48794416,0.48794416,0.51015228,0.00091965316,0.00093853333,0.001360175,1576,3.4262313e-05,False
USDJPY,breakout_low,24,large,1,-1.3440643e-05,5.7044683e-05,1.3440643e-05,0.00059022714,0.54125929,0.45522096,0.54125929,0.00063496201,0.00054944975,0.0011894006,2557,2.352138e-05,False
USDJPY,breakout_low,24,large,2,-2.9535225e-05,5.6309477e-05,2.9535225e-05,0.00078830178,0.53109112,0.46656238,0.53109112,0.00088022873,0.00074666881,0.0014626722,2557,2.8925551e-05,False
USDJPY,breakout_low,24,large,4,-5.2860351e-05,4.5013211e-05,5.2860351e-05,0.0010812229,0.52170512,0.47633946,0.52170512,0.0012031668,0.0010232838,0.0018713122,2557,3.7006745e-05,False
USDJPY,breakout_low,24,large,8,-5.2770597e-05,3.503977e-05,5.2770597e-05,0.0014217812,0.51192804,0.48768088,0.51192804,0.0015838515,0.0013543631,0.0023359797,2557,4.6195928e-05,False
USDJPY,breakout_low,24,medium,1,2.1059907e-05,5.4685643e-05,-2.1059907e-05,0.00045661664,0.5528169,0.44248826,0.5528169,0.00046704384,0.00044469662,0.0007290178,2556,1.4419749e-05,False
USDJPY,breakout_low,24,medium,2,2.2438008e-05,5.3788571e-05,-2.2438008e-05,0.00063998771,0.53716745,0.45852895,0.53716745,0.00065777332,0.00062501814,0.0010649652,2556,2.1064686e-05,False
USDJPY,breakout_low,24,medium,4,2.3928792e-05,7.5649057e-05,-2.3928792e-05,0.00085843322,0.53834116,0.46087637,0.53834116,0.00091114457,0.00086627512,0.0012800808,2556,2.5319607e-05,False
USDJPY,breakout_low,24,medium,8,2.8803094e-05,0.00013351051,-2.8803094e-05,0.0011898521,0.54733959,0.45109546,0.54733959,0.0012561377,0.0012008069,0.0017629564,2556,3.4870738e-05,False
USDJPY,breakout_low,24,small,1,1.2796169e-05,5.5804869e-05,-1.2796169e-05,0.00038493518,0.55807587,0.43605788,0.55807587,0.00040257069,0.00037733828,0.00056713441,2557,1.1215551e-05,False
USDJPY,breakout_low,24,small,2,3.5262798e-05,6.2325011e-05,-3.5262798e-05,0.00053023282,0.55181854,0.4427063,0.55181854,0.00056376973,0.00054373062,0.00078401652,2557,1.5504574e-05,False
USDJPY,breakout_low,24,small,4,4.4541321e-05,8.3651674e-05,-4.4541321e-05,0.00074040391,0.55455612,0.44387955,0.55455612,0.00079255474,0.00077575802,0.0011566331,2557,2.2873375e-05,False
USDJPY,breakout_low,24,small,8,7.9900957e-05,0.00013696504,-7.9900957e-05,0.0010454959,0.55064529,0.44779038,0.55064529,0.0011024467,0.0010958022,0.0016006046,2557,3.1653279e-05,False
USDJPY,breakout_low,48,large,1,-3.3044294e-05,5.7456417e-05,3.3044294e-05,0.00064706975,0.53703704,0.45997611,0.53703704,0.00071392279,0.0005952722,0.0012842152,1674,3.1387741e-05,False
USDJPY,breakout_low,48,large,2,-6.5766908e-05,1.3759606e-05,6.5766908e-05,0.00085263286,0.50896057,0.48805257,0.50896057,0.00099564287,0.00080090142,0.0015276506,1674,3.7337592e-05,False
USDJPY,breakout_low,48,large,4,-7.5427013e-05,3.004578e-05,7.5427013e-05,0.0011293271,0.51373955,0.48387097,0.51373955,0.0013175647,0.0010798365,0.0018712735,1674,4.5736143e-05,False
USDJPY,breakout_low,48,large,8,-7.365162e-05,2.0937103e-05,7.365162e-05,0.0014869946,0.50477897,0.49402628,0.50477897,0.0017033569,0.0014235918,0.0023230682,1674,5.6778541e-05,False
USDJPY,breakout_low,48,medium,1,4.2074775e-05,6.6253058e-05,-4.2074775e-05,0.0004909439,0.55887627,0.43454871,0.55887627,0.00048885327,0.00048797896,0.00082086687,1673,2.0068955e-05,False
USDJPY,breakout_low,48,medium,2,4.6379224e-05,7.9061438e-05,-4.6379224e-05,0.00068374689,0.54931261,0.44530783,0.54931261,0.00067372061,0.00067796896,0.0011449098,1673,2.7991314e-05,False
USDJPY,breakout_low,48,medium,4,6.6187489e-05,8.7947491e-05,-6.6187489e-05,0.00091278118,0.54751943,0.45248057,0.54751943,0.0009272999,0.00093515198,0.0013833628,1673,3.3821132e-05,False
USDJPY,breakout_low,48,medium,8,7.5805633e-05,0.00014537918,-7.5805633e-05,0.0012877889,0.54991034,0.4488942,0.54991034,0.0012934091,0.0012977236,0.0019643065,1673,4.8024327e-05,False
USDJPY,breakout_low,48,small,1,1.5477628e-05,5.9176715e-05,-1.5477628e-05,0.00040969802,0.56246264,0.42976689,0.56246264,0.00042553546,0.00040172075,0.00060161725,1673,1.4708633e-05,False
USDJPY,breakout_low,48,small,2,3.8924224e-05,5.5260068e-05,-3.8924224e-05,0.00056323453,0.5427376,0.45188285,0.5427376,0.00060111319,0.00057986723,0.00082544997,1673,2.0181005e-05,False
USDJPY,breakout_low,48,small,4,5.5526133e-05,9.4970627e-05,-5.5526133e-05,0.0007683371,0.5552899,0.44351464,0.5552899,0.000828125,0.0008240832,0.0011426288,1673,2.7935549e-05,False
USDJPY,breakout_low,48,small,8,0.00011147683,0.00018271598,-0.00011147683,0.001088773,0.55827854,0.44112373,0.55827854,0.0011258394,0.0011607754,0.0016362425,1673,4.0003657e-05,False
USDJPY,breakout_low,96,large,1,-1.9293171e-05,3.6414043e-05,1.9293171e-05,0.00068233286,0.52075812,0.47563177,0.52075812,0.00076076589,0.00065295475,0.0012180553,1108,3.6592925e-05,False
USDJPY,breakout_low,96,large,2,-4.9368773e-05,1.1301134e-05,4.9368773e-05,0.00091600269,0.50631769,0.49277978,0.50631769,0.0010671597,0.00087333926,0.0015588307,1108,4.6830531e-05,False
USDJPY,breakout_low,96,large,4,-5.4679861e-05,2.7134918e-05,5.4679861e-05,0.0011963717,0.50902527,0.48826715,0.50902527,0.0013955773,0.0011621419,0.0018717968,1108,5.6232686e-05,False
USDJPY,breakout_low,96,large,8,-9.0437561e-05,-2.5662192e-05,9.0437561e-05,0.0015578906,0.49277978,0.50631769,0.49277978,0.0018040266,0.0015106275,0.0024267168,1108,7.2903641e-05,False
USDJPY,breakout_low,96,medium,1,4.5269331e-05,6.2575705e-05,-4.5269331e-05,0.00053356337,0.54832882,0.44083107,0.54832882,0.0005168238,0.00052047591,0.00093417243,1107,2.8077164e-05,False
USDJPY,breakout_low,96,medium,2,6.2261312e-05,7.5935189e-05,-6.2261312e-05,0.00073227021,0.54471545,0.45257453,0.54471545,0.00070654617,0.00072550976,0.0012692657,1107,3.8148611e-05,False
USDJPY,breakout_low,96,medium,4,0.00011206934,7.9367179e-05,-0.00011206934,0.00095222309,0.54471545,0.45528455,0.54471545,0.00095733827,0.00099908418,0.0014686999,1107,4.4142738e-05,False
USDJPY,breakout_low,96,medium,8,0.00013879309,0.00016166356,-0.00013879309,0.0013449381,0.55103884,0.44805781,0.55103884,0.0013108186,0.0013871863,0.0020897982,1107,6.2810253e-05,False
USDJPY,breakout_low,96,small,1,-7.246536e-06,5.5855109e-05,7.246536e-06,0.00045164541,0.56046931,0.43231047,0.56046931,0.00048697252,0.00043092893,0.00085246051,1108,2.5609694e-05,False
USDJPY,breakout_low,96,small,2,1.6916941e-05,4.4524013e-05,-1.6916941e-05,0.00060601065,0.52978339,0.46389892,0.52978339,0.00066347177,0.00060615453,0.0010076694,1108,3.0272493e-05,False
USDJPY,breakout_low,96,small,4,5.0618681e-05,0.00010678603,-5.0618681e-05,0.00080783656,0.55866426,0.44043321,0.55866426,0.00089996034,0.00085419955,0.00122522,1108,3.6808169e-05,False
USDJPY,breakout_low,96,small,8,0.00010333837,0.00017183421,-0.00010333837,0.0011152814,0.55956679,0.43953069,0.55956679,0.0011821185,0.0011991673,0.0016940111,1108,5.0891632e-05,False
USDJPY,sweep_high,24,large,1,-4.9499098e-07,0,-4.9499098e-07,0.00038658054,0.49487705,0.49487705,0.49897541,0.00038872697,0.00039981811,0.00064113117,2928,1.1848445e-05,False
USDJPY,sweep_high,24,large,2,6.2847087e-06,4.5971245e-06,6.2847087e-06,0.00055309697,0.50239071,0.50239071,0.4931694,0.00055557306,0.000568562,0.00089737165,2928,1.6583905e-05,False
USDJPY,sweep_high,24,large,4,3.8844933e-05,-9.1137223e-06,3.8844933e-05,0.00076982147,0.49146175,0.49146175,0.50546448,0.00079420598,0.00078626136,0.001168646,2928,2.1597199e-05,False
USDJPY,sweep_high,24,large,8,5.2555283e-05,1.5188517e-05,5.2555283e-05,0.0010545053,0.5034153,0.5034153,0.4931694,0.0010995963,0.0010887708,0.0016596265,2928,3.067078e-05,False
USDJPY,sweep_high,24,medium,1,3.3168809e-06,-3.3677858e-06,3.3168809e-06,0.00035391228,0.49231295,0.49231295,0.50187906,0.00035027834,0.00035436895,0.0005799011,2927,1.0718711e-05,False
USDJPY,sweep_high,24,medium,2,1.6272476e-05,1.3239906e-16,1.6272476e-05,0.00049822142,0.50017082,0.50017082,0.49607106,0.00050494485,0.00050214996,0.00082643019,2927,1.5275478e-05,False
USDJPY,sweep_high,24,medium,4,2.1631261e-05,-6.3917572e-06,2.1631261e-05,0.00070713296,0.4919713,0.4919713,0.50529552,0.00072108218,0.00072331849,0.0011241801,2927,2.0778995e-05,False
USDJPY,sweep_high,24,medium,8,1.067097e-05,-1.3830493e-05,1.067097e-05,0.00099894389,0.4919713,0.4919713,0.50563717,0.0010015808,0.0010335997,0.0016385523,2927,3.028649e-05,False
USDJPY,sweep_high,24,small,1,2.1450103e-05,-3.4589685e-06,2.1450103e-05,0.00033755488,0.49214481,0.49214481,0.50204918,0.00034439294,0.00032948012,0.00053116775,2928,9.8162625e-06,False
USDJPY,sweep_high,24,small,2,3.8262041e-05,-8.7722418e-06,3.8262041e-05,0.00048955873,0.49180328,0.49180328,0.5034153,0.00050231292,0.00047481816,0.00079717253,2928,1.4732172e-05,False
USDJPY,sweep_high,24,small,4,4.7454228e-05,1.2482191e-05,4.7454228e-05,0.00069714957,0.50819672,0.50819672,0.4897541,0.00071876483,0.00068624955,0.001219242,2928,2.2532241e-05,False
