pair,event_type,lookback_window,horizon_bars,mean_forward_return,median_forward_return,mean_aligned_forward_return,mean_abs_forward_return,positive_fraction,continuation_fraction,reversal_fraction,mean_mfe,mean_mae,forward_return_std,sample_count,forward_return_se,low_sample
USDJPY,sweep_high,48,8,5.3149955e-05,0,5.3149955e-05,0.0010322705,0.49794847,0.49794847,0.49958969,0.0010528803,0.001044811,0.0016373797,6093,2.0976538e-05,False
USDJPY,sweep_high,96,1,9.4179379e-06,0,9.4179379e-06,0.00036698313,0.49988115,0.49988115,0.49346328,0.00037063238,0.00037563038,0.00055834415,4207,8.6082668e-06,False
USDJPY,sweep_high,96,2,3.0469955e-05,1.2657667e-05,3.0469955e-05,0.00052713897,0.50938911,0.50938911,0.4872831,0.00053694059,0.00053239154,0.00080712907,4207,1.2443906e-05,False
USDJPY,sweep_high,96,4,5.9267913e-05,9.6928341e-06,5.9267913e-05,0.00074808143,0.50392203,0.50392203,0.49346328,0.00076110095,0.00074038963,0.0011897385,4207,1.8342784e-05,False
USDJPY,sweep_high,96,8,6.4113271e-05,3.6452714e-06,6.4113271e-05,0.0010329087,0.50011885,0.50011885,0.49702876,0.0010476107,0.0010348539,0.0016349713,4207,2.5207158e-05,False
USDJPY,sweep_low,24,1,-2.2838726e-06,1.8513809e-05,2.2838726e-06,0.00041976248,0.51794538,0.4756827,0.51794538,0.00043412409,0.00040499009,0.00067323123,7690,7.6771686e-06,False
USDJPY,sweep_low,24,2,8.579504e-06,3.0838661e-05,-8.579504e-06,0.00058059935,0.52418726,0.47152146,0.52418726,0.00060624205,0.00057852277,0.00092012621,7690,1.0492627e-05,False
USDJPY,sweep_low,24,4,1.9844494e-05,6.1812412e-05,-1.9844494e-05,0.0008131874,0.53420026,0.463329,0.53420026,0.000852588,0.00081509139,0.0012750243,7690,1.4539695e-05,False
USDJPY,sweep_low,24,8,2.174798e-05,9.3773341e-05,-2.174798e-05,0.0010802742,0.53836151,0.45981795,0.53836151,0.0011621159,0.0011089939,0.0016381138,7690,1.8680173e-05,False
USDJPY,sweep_low,48,1,-1.3724726e-05,1.2352338e-05,1.3724726e-05,0.0004617225,0.51068931,0.48371628,0.51068931,0.00047546838,0.00043608326,0.00076330484,5005,1.0789367e-05,False
USDJPY,sweep_low,48,2,4.3773501e-06,4.5364435e-05,-4.3773501e-06,0.00063260131,0.52987013,0.46673327,0.52987013,0.00066051192,0.00061698522,0.001038197,5005,1.4674987e-05,False
USDJPY,sweep_low,48,4,1.0639789e-05,6.7317078e-05,-1.0639789e-05,0.00087767086,0.53086913,0.46733267,0.53086913,0.00092160957,0.00086638262,0.0014047804,5005,1.9856669e-05,False
USDJPY,sweep_low,48,8,6.9270875e-06,8.370334e-05,-6.9270875e-06,0.0011654928,0.52927073,0.46893107,0.52927073,0.001255791,0.0011712198,0.0018212882,5005,2.5744036e-05,False
USDJPY,sweep_low,96,1,-1.1106241e-05,1.6900913e-05,1.1106241e-05,0.00050125756,0.51242712,0.48204971,0.51242712,0.0005096795,0.00047278658,0.00081069411,3259,1.4200866e-05,False
USDJPY,sweep_low,96,2,1.7156777e-05,4.5826784e-05,-1.7156777e-05,0.00067562807,0.52684873,0.46916232,0.52684873,0.00069750998,0.0006643932,0.001059955,3259,1.8567149e-05,False
USDJPY,sweep_low,96,4,3.3105545e-05,6.8667799e-05,-3.3105545e-05,0.00093171766,0.53237189,0.46578705,0.53237189,0.00095782914,0.00093203344,0.0014690909,3259,2.5733952e-05,False
USDJPY,sweep_low,96,8,4.1419823e-05,9.7881107e-05,-4.1419823e-05,0.0012150506,0.53083768,0.46670758,0.53083768,0.0012851217,0.0012438333,0.0018305323,3259,3.2065293e-05,False
