scope,pair,volatility_regime,session,horizon_sessions,mean_forward_return,median_forward_return,mean_abs_forward_return,positive_return_fraction,forward_return_std,sample_count,forward_return_se,low_sample
pair_regime_session,USDJPY,medium_vol,london,4,0.00048201706340037805,0.0010731751203305738,0.006065693135162097,0.5714285714285714,0.008552003434749494,525,0.00037324002936439904,False
pair_regime_session,USDJPY,medium_vol,london,8,0.0005804499012455292,0.0010818163559677683,0.006330461156694174,0.579047619047619,0.008769965139359192,525,0.00038275265803083277,False
pair_regime_session,USDJPY,medium_vol,new_york,1,-0.000300658208857036,-0.00034724036586266033,0.002598589156671179,0.4479166666666667,0.0034547817106298103,576,0.00014394923794290877,False
pair_regime_session,USDJPY,medium_vol,new_york,2,-0.00031103087546241405,-0.00022142411836592073,0.0018399064898104074,0.4548611111111111,0.0024593043455313434,576,0.00010247101439713931,False
pair_regime_session,USDJPY,medium_vol,new_york,4,0.0001368792300169691,0.0001482547884558052,0.0018917925651743596,0.5329861111111112,0.0027628107471639007,576,0.00011511711446516253,False
pair_regime_session,USDJPY,medium_vol,new_york,8,3.426012073734883e-05,0.0002847740792304237,0.004498655545919906,0.5339130434782609,0.006303345853895068,575,0.0002628676934648043,False
pooled_regime,ALL,high_vol,ALL,1,7.671055507660099e-05,8.211580177822612e-05,0.004322756601377519,0.505907626208378,0.006061226492918141,5586,8.109798191500288e-05,False
pooled_regime,ALL,high_vol,ALL,2,6.714136645203942e-05,9.074078161042833e-05,0.0035987455018631456,0.5098460436806301,0.005299688388569553,5586,7.09087564362642e-05,False
pooled_regime,ALL,high_vol,ALL,4,2.1423949454747175e-05,7.982945797109052e-05,0.004531563305457967,0.5076978159684926,0.006900371576129912,5586,9.232557304064123e-05,False
pooled_regime,ALL,high_vol,ALL,8,-4.094939897892546e-05,0.0001232010718492568,0.006565701520746129,0.5058212430592871,0.009348860998830352,5583,0.00012511946787868198,False
pooled_regime,ALL,low_vol,ALL,1,-9.458307883296689e-05,-5.3566417980123774e-05,0.002429191216597039,0.4893360853113175,0.0034913729488324765,5814,4.578874380015103e-05,False
pooled_regime,ALL,low_vol,ALL,2,-1.0331916425062123e-05,-7.021929485674188e-06,0.003494032160756843,0.49802099466529,0.005110361138759877,5811,6.703878802404451e-05,False
