pair,session_date,fx_session_date,session,session_start,session_end,session_return,session_abs_return,session_range,session_direction,session_direction_sign,volatility_regime,range_regime,directional_efficiency_ratio,close_location_value,structural_breach_presence,breach_direction,breach_magnitude_bucket,breakout_event_count,sweep_event_count,breach_event_count
USDJPY,2023-06-23,2023-06-23,new_york,2023-06-22 22:00:00+00:00,2023-06-23 20:45:00+00:00,0.0043157674,0.0043157674,0.0082436399,up,1,medium_vol,normal,0.28138528,0.85120814,breakout,upside,large,10,12,22
USDJPY,2023-06-23,2023-06-23,asia,2023-06-23 00:00:00+00:00,2023-06-23 06:45:00+00:00,0.002597339,0.002597339,0.004467563,up,1,medium_vol,expanded,0.22826421,0.92410016,breakout,upside,large,5,11,16
USDJPY,2023-06-23,2023-06-23,london,2023-06-23 07:00:00+00:00,2023-06-23 12:45:00+00:00,-0.0037063252,0.0037063252,0.0046546981,down,-1,high_vol,normal,0.29051653,0.1505618,sweep,downside,medium,0,2,2
USDJPY,2023-06-26,2023-06-26,new_york,2023-06-25 22:00:00+00:00,2023-06-26 21:45:00+00:00,-0.0010478495,0.0010478495,0.004285391,down,-1,medium_vol,compressed,0.068518097,0.60113729,breakout,upside,large,5,6,11
USDJPY,2023-06-26,2023-06-26,asia,2023-06-26 00:00:00+00:00,2023-06-26 06:45:00+00:00,-2.7866603e-05,2.7866603e-05,0.0029712765,down,-1,low_vol,compressed,0.0032546786,0.70691676,breakout,downside,large,1,1,2
USDJPY,2023-06-26,2023-06-26,london,2023-06-26 07:00:00+00:00,2023-06-26 12:45:00+00:00,-0.0029957537,0.0029957537,0.0043960944,down,-1,high_vol,normal,0.28897849,0.26703645,breakout,downside,large,5,1,6
USDJPY,2023-06-27,2023-06-27,new_york,2023-06-26 22:00:00+00:00,2023-06-27 21:45:00+00:00,0.0039205027,0.0039205027,0.0060915899,up,1,high_vol,normal,0.25915688,0.84496568,breakout,downside,medium,11,2,13
USDJPY,2023-06-27,2023-06-27,asia,2023-06-27 00:00:00+00:00,2023-06-27 06:45:00+00:00,-0.0001428915,0.0001428915,0.0026138688,down,-1,low_vol,compressed,0.019294118,0.42666667,breakout,upside,medium,3,6,9
USDJPY,2023-06-27,2023-06-27,london,2023-06-27 07:00:00+00:00,2023-06-27 12:45:00+00:00,0.00074942399,0.00074942399,0.0039841471,up,1,medium_vol,normal,0.088879702,0.31146107,breakout,upside,medium,9,6,15
USDJPY,2023-06-28,2023-06-28,new_york,2023-06-27 22:00:00+00:00,2023-06-28 21:45:00+00:00,0.0024020855,0.0024020855,0.0057483434,up,1,medium_vol,normal,0.14464883,0.72161836,breakout,downside,large,6,7,13
USDJPY,2023-06-28,2023-06-28,asia,2023-06-28 00:00:00+00:00,2023-06-28 06:45:00+00:00,0.00078886279,0.00078886279,0.0022241065,up,1,low_vol,compressed,0.085563513,0.815625,breakout,downside,small,1,1,2
USDJPY,2023-06-28,2023-06-28,london,2023-06-28 07:00:00+00:00,2023-06-28 12:45:00+00:00,0.0028508825,0.0028508825,0.0043093121,up,1,low_vol,normal,0.36799641,0.92828364,breakout,upside,large,13,6,19
USDJPY,2023-06-29,2023-06-29,new_york,2023-06-28 22:00:00+00:00,2023-06-29 21:45:00+00:00,0.0025175048,0.0025175048,0.004003075,up,1,low_vol,compressed,0.18188641,0.74480969,breakout,upside,small,6,6,12
USDJPY,2023-06-29,2023-06-29,asia,2023-06-29 00:00:00+00:00,2023-06-29 06:45:00+00:00,0.0015409601,0.0015409601,0.0039268511,up,1,low_vol,expanded,0.21120076,0.84303351,breakout,downside,large,9,11,20
USDJPY,2023-06-29,2023-06-29,london,2023-06-29 07:00:00+00:00,2023-06-29 12:45:00+00:00,0.0011997497,0.0011997497,0.0045362293,up,1,high_vol,normal,0.10653976,0.96722561,breakout,upside,medium,3,5,8
USDJPY,2023-06-30,2023-06-30,new_york,2023-06-29 22:00:00+00:00,2023-06-30 20:45:00+00:00,-0.0032261407,0.0032261407,0.0043418189,down,-1,medium_vol,compressed,0.21353452,0.13603819,breakout,downside,medium,7,8,15
USDJPY,2023-06-30,2023-06-30,asia,2023-06-30 00:00:00+00:00,2023-06-30 06:45:00+00:00,-0.0014537795,0.0014537795,0.004350979,down,-1,medium_vol,expanded,0.13611381,0.22936508,breakout,downside,large,10,19,29
USDJPY,2023-06-30,2023-06-30,london,2023-06-30 07:00:00+00:00,2023-06-30 12:45:00+00:00,-0.00086108517,0.00086108517,0.0038731542,down,-1,high_vol,normal,0.085186452,0.20714286,breakout,downside,medium,2,2,4
USDJPY,2023-07-03,2023-07-03,new_york,2023-07-02 22:00:00+00:00,2023-07-03 21:45:00+00:00,0.0025745957,0.0025745957,0.0053259133,up,1,low_vol,normal,0.25008415,0.88418998,breakout,downside,large,8,5,13
USDJPY,2023-07-03,2023-07-03,asia,2023-07-03 00:00:00+00:00,2023-07-03 06:45:00+00:00,0.0023546032,0.0023546032,0.003808917,up,1,medium_vol,expanded,0.22576361,0.93636364,breakout,upside,medium,7,12,19
USDJPY,2023-07-03,2023-07-03,london,2023-07-03 07:00:00+00:00,2023-07-03 12:45:00+00:00,-0.0010190792,0.0010190792,0.0026081519,down,-1,low_vol,compressed,0.14906518,0.14437086,sweep,upside,large,3,12,15
USDJPY,2023-07-04,2023-07-04,new_york,2023-07-03 22:00:00+00:00,2023-07-04 21:45:00+00:00,-0.0014377897,0.0014377897,0.0034354878,down,-1,low_vol,compressed,0.15674454,0.50503018,breakout,downside,large,3,11,14
USDJPY,2023-07-04,2023-07-04,asia,2023-07-04 00:00:00+00:00,2023-07-04 06:45:00+00:00,-0.0014419037,0.0014419037,0.0023651371,down,-1,low_vol,compressed,0.21199797,0.16374269,breakout,downside,large,4,1,5
USDJPY,2023-07-04,2023-07-04,london,2023-07-04 07:00:00+00:00,2023-07-04 12:45:00+00:00,-0.00041899973,0.00041899973,0.0017071642,down,-1,low_vol,compressed,0.09118312,0.11156187,sweep,downside,large,0,2,2
USDJPY,2023-07-05,2023-07-05,new_york,2023-07-04 22:00:00+00:00,2023-07-05 21:45:00+00:00,0.00078224241,0.00078224241,0.004285027,up,1,low_vol,compressed,0.082002903,0.7907916,breakout,downside,medium,5,10,15
USDJPY,2023-07-05,2023-07-05,asia,2023-07-05 00:00:00+00:00,2023-07-05 06:45:00+00:00,0.001731194,0.001731194,0.0023925102,up,1,low_vol,compressed,0.28935185,0.79884226,breakout,upside,large,8,10,18
USDJPY,2023-07-05,2023-07-05,london,2023-07-05 07:00:00+00:00,2023-07-05 12:45:00+00:00,-0.0017869178,0.0017869178,0.003653331,down,-1,medium_vol,normal,0.19710255,0.36991485,breakout,downside,large,3,9,12
USDJPY,2023-07-06,2023-07-06,new_york,2023-07-05 22:00:00+00:00,2023-07-06 21:45:00+00:00,-0.0036729231,0.0036729231,0.0048142269,down,-1,high_vol,normal,0.21282565,0.11853448,breakout,downside,large,4,1,5
USDJPY,2023-07-06,2023-07-06,asia,2023-07-06 00:00:00+00:00,2023-07-06 06:45:00+00:00,-0.004574347,0.004574347,0.0061971675,down,-1,medium_vol,expanded,0.38859494,0.24623116,sweep,downside,large,16,14,30
USDJPY,2023-07-06,2023-07-06,london,2023-07-06 07:00:00+00:00,2023-07-06 12:45:00+00:00,0.0024923526,0.0024923526,0.0054922136,up,1,high_vol,expanded,0.16313993,0.81329114,sweep,upside,large,1,4,5
USDJPY,2023-07-07,2023-07-07,new_york,2023-07-06 22:00:00+00:00,2023-07-07 20:45:00+00:00,-0.013412848,0.013412848,0.013933533,down,-1,high_vol,expanded,0.61294416,0.018186348,breakout,downside,large,11,19,30
USDJPY,2023-07-07,2023-07-07,asia,2023-07-07 00:00:00+00:00,2023-07-07 06:45:00+00:00,-0.0039867479,0.0039867479,0.0058620474,down,-1,low_vol,expanded,0.4548336,0.056872038,breakout,downside,large,13,11,24
USDJPY,2023-07-07,2023-07-07,london,2023-07-07 07:00:00+00:00,2023-07-07 12:45:00+00:00,-0.0011157407,0.0011157407,0.0065166228,down,-1,high_vol,expanded,0.08097166,0.69662921,sweep,downside,large,12,15,27
USDJPY,2023-07-10,2023-07-10,new_york,2023-07-09 22:00:00+00:00,2023-07-10 21:45:00+00:00,-0.005796449,0.005796449,0.008019359,down,-1,medium_vol,expanded,0.47383554,0.046052632,breakout,downside,large,24,21,45
USDJPY,2023-07-10,2023-07-10,asia,2023-07-10 00:00:00+00:00,2023-07-10 06:45:00+00:00,0.001620831,0.001620831,0.0062266632,up,1,high_vol,expanded,0.11927555,0.3608131,breakout,upside,large,10,7,17
USDJPY,2023-07-10,2023-07-10,london,2023-07-10 07:00:00+00:00,2023-07-10 12:45:00+00:00,-0.00015795903,0.00015795903,0.0036962413,down,-1,high_vol,normal,0.013309672,0.65527066,breakout,downside,medium,3,3,6
USDJPY,2023-07-11,2023-07-11,new_york,2023-07-10 22:00:00+00:00,2023-07-11 21:45:00+00:00,-0.0068949903,0.0068949903,0.0073938069,down,-1,medium_vol,expanded,0.36328052,0.057416268,breakout,upside,large,4,8,12
USDJPY,2023-07-11,2023-07-11,asia,2023-07-11 00:00:00+00:00,2023-07-11 06:45:00+00:00,-0.005052721,0.005052721,0.0063194395,down,-1,high_vol,expanded,0.3347398,0.030235162,breakout,downside,large,10,18,28
USDJPY,2023-07-11,2023-07-11,london,2023-07-11 07:00:00+00:00,2023-07-11 12:45:00+00:00,-0.00081438727,0.00081438727,0.0047511851,down,-1,high_vol,normal,0.072583201,0.48053892,breakout,downside,medium,6,12,18
USDJPY,2023-07-12,2023-07-12,new_york,2023-07-11 22:00:00+00:00,2023-07-12 21:45:00+00:00,-0.013697654,0.013697654,0.015664131,down,-1,high_vol,expanded,0.52163885,0.12394815,breakout,downside,large,30,9,39
USDJPY,2023-07-12,2023-07-12,asia,2023-07-12 00:00:00+00:00,2023-07-12 06:45:00+00:00,-0.0048314523,0.0048314523,0.0060803505,down,-1,high_vol,expanded,0.31055046,0.15610329,breakout,downside,large,15,6,21
USDJPY,2023-07-12,2023-07-12,london,2023-07-12 07:00:00+00:00,2023-07-12 12:45:00+00:00,-0.0012370336,0.0012370336,0.0070492985,down,-1,high_vol,expanded,0.097927902,0.508647,breakout,downside,large,3,1,4
USDJPY,2023-07-13,2023-07-13,new_york,2023-07-12 22:00:00+00:00,2023-07-13 21:45:00+00:00,-0.0025897472,0.0025897472,0.0053709262,down,-1,high_vol,normal,0.16858688,0.19838601,sweep,downside,large,8,14,22
USDJPY,2023-07-13,2023-07-13,asia,2023-07-13 00:00:00+00:00,2023-07-13 06:45:00+00:00,0.00049158522,0.00049158522,0.0055050315,up,1,high_vol,expanded,0.032288699,0.42481944,breakout,upside,large,3,10,13
USDJPY,2023-07-13,2023-07-13,london,2023-07-13 07:00:00+00:00,2023-07-13 12:45:00+00:00,0.0017666568,0.0017666568,0.0052277145,up,1,high_vol,expanded,0.13489655,0.56461645,breakout,upside,large,1,4,5
USDJPY,2023-07-14,2023-07-14,new_york,2023-07-13 22:00:00+00:00,2023-07-14 20:45:00+00:00,0.0052291937,0.0052291937,0.0091655742,up,1,high_vol,expanded,0.22740157,0.71118135,sweep,upside,large,3,12,15
USDJPY,2023-07-14,2023-07-14,asia,2023-07-14 00:00:00+00:00,2023-07-14 06:45:00+00:00,0.0020642601,0.0020642601,0.0084526017,up,1,high_vol,expanded,0.10081358,0.94944302,breakout,downside,large,19,4,23
USDJPY,2023-07-14,2023-07-14,london,2023-07-14 07:00:00+00:00,2023-07-14 12:45:00+00:00,0.0032707257,0.0032707257,0.005576497,up,1,high_vol,expanded,0.23759517,0.84964355,breakout,upside,large,10,4,14
USDJPY,2023-07-17,2023-07-17,new_york,2023-07-16 22:00:00+00:00,2023-07-17 21:45:00+00:00,-6.1274952e-05,6.1274952e-05,0.0057850763,down,-1,medium_vol,normal,0.0040855564,0.12959502,breakout,upside,large,4,3,7
USDJPY,2023-07-17,2023-07-17,asia,2023-07-17 00:00:00+00:00,2023-07-17 06:45:00+00:00,-0.0016259518,0.0016259518,0.0026858849,down,-1,medium_vol,compressed,0.16923077,0.25503356,breakout,downside,large,4,1,5
USDJPY,2023-07-17,2023-07-17,london,2023-07-17 07:00:00+00:00,2023-07-17 12:45:00+00:00,0.0033474647,0.0033474647,0.0079335274,up,1,high_vol,expanded,0.23192394,0.84433318,breakout,upside,large,14,4,18
USDJPY,2023-07-18,2023-07-18,new_york,2023-07-17 22:00:00+00:00,2023-07-18 21:45:00+00:00,0.00084708495,0.00084708495,0.009519793,up,1,high_vol,expanded,0.040136635,0.76713366,breakout,upside,medium,4,7,11
USDJPY,2023-07-18,2023-07-18,asia,2023-07-18 00:00:00+00:00,2023-07-18 06:45:00+00:00,-0.0028150231,0.0028150231,0.0045162918,down,-1,medium_vol,normal,0.25733114,0.046288907,breakout,upside,large,7,7,14
USDJPY,2023-07-18,2023-07-18,london,2023-07-18 07:00:00+00:00,2023-07-18 12:45:00+00:00,-0.0016048696,0.0016048696,0.0068026227,down,-1,high_vol,expanded,0.10072595,0.44686504,sweep,downside,large,5,10,15
USDJPY,2023-07-19,2023-07-19,new_york,2023-07-18 22:00:00+00:00,2023-07-19 21:45:00+00:00,0.005640032,0.005640032,0.008798594,up,1,high_vol,expanded,0.27746279,0.69177241,breakout,upside,large,1,3,4
USDJPY,2023-07-19,2023-07-19,asia,2023-07-19 00:00:00+00:00,2023-07-19 06:45:00+00:00,0.0030534296,0.0030534296,0.0059665957,up,1,high_vol,expanded,0.24831822,0.7191079,breakout,upside,large,9,15,24
USDJPY,2023-07-19,2023-07-19,london,2023-07-19 07:00:00+00:00,2023-07-19 12:45:00+00:00,0.0014162833,0.0014162833,0.005697403,up,1,high_vol,expanded,0.10783511,0.562618,breakout,upside,medium,15,3,18
USDJPY,2023-07-20,2023-07-20,new_york,2023-07-19 22:00:00+00:00,2023-07-20 21:45:00+00:00,0.0032338816,0.0032338816,0.0067256143,up,1,medium_vol,normal,0.21342472,0.5399361,breakout,upside,large,24,13,37
USDJPY,2023-07-20,2023-07-20,asia,2023-07-20 00:00:00+00:00,2023-07-20 06:45:00+00:00,-0.00059809898,0.00059809898,0.0042404143,down,-1,high_vol,normal,0.044121532,0.70185811,breakout,downside,large,7,10,17
USDJPY,2023-07-20,2023-07-20,london,2023-07-20 07:00:00+00:00,2023-07-20 12:45:00+00:00,0.0022289912,0.0022289912,0.0041354596,up,1,high_vol,normal,0.18500892,0.85615251,breakout,upside,large,2,5,7
USDJPY,2023-07-21,2023-07-21,new_york,2023-07-20 22:00:00+00:00,2023-07-21 20:45:00+00:00,0.012344004,0.012344004,0.014992718,up,1,high_vol,expanded,0.44231261,0.96404762,breakout,downside,large,3,2,5
USDJPY,2023-07-21,2023-07-21,asia,2023-07-21 00:00:00+00:00,2023-07-21 06:45:00+00:00,0.0029997175,0.0029997175,0.004122377,up,1,medium_vol,normal,0.2843104,0.89332177,breakout,upside,large,2,4,6
USDJPY,2023-07-21,2023-07-21,london,2023-07-21 07:00:00+00:00,2023-07-21 12:45:00+00:00,0.0078992489,0.0078992489,0.012415652,up,1,high_vol,expanded,0.3798423,0.66609245,breakout,upside,large,17,5,22
USDJPY,2023-07-24,2023-07-24,new_york,2023-07-23 22:00:00+00:00,2023-07-24 21:45:00+00:00,-0.0019721291,0.0019721291,0.0073522667,down,-1,medium_vol,expanded,0.093996973,0.67226488,sweep,downside,large,3,6,9
USDJPY,2023-07-24,2023-07-24,asia,2023-07-24 00:00:00+00:00,2023-07-24 06:45:00+00:00,-0.0019223443,0.0019223443,0.0033156031,down,-1,medium_vol,compressed,0.18607033,0.29148936,breakout,downside,medium,3,3,6
USDJPY,2023-07-24,2023-07-24,london,2023-07-24 07:00:00+00:00,2023-07-24 12:45:00+00:00,-0.0035092183,0.0035092183,0.0052373228,down,-1,medium_vol,normal,0.37944211,0.19163293,breakout,downside,large,6,10,16
USDJPY,2023-07-25,2023-07-25,new_york,2023-07-24 22:00:00+00:00,2023-07-25 21:45:00+00:00,-0.0036408882,0.0036408882,0.0052775205,down,-1,high_vol,normal,0.21037582,0.10649699,breakout,upside,medium,11,16,27
USDJPY,2023-07-25,2023-07-25,asia,2023-07-25 00:00:00+00:00,2023-07-25 06:45:00+00:00,-0.00033558469,0.00033558469,0.0029531453,down,-1,low_vol,compressed,0.037984806,0.69497608,sweep,downside,large,3,7,10
USDJPY,2023-07-25,2023-07-25,london,2023-07-25 07:00:00+00:00,2023-07-25 12:45:00+00:00,-0.0018657442,0.0018657442,0.0038445637,down,-1,medium_vol,compressed,0.20030349,0.072610294,breakout,upside,large,1,8,9
USDJPY,2023-07-26,2023-07-26,new_york,2023-07-25 22:00:00+00:00,2023-07-26 21:45:00+00:00,-0.0051266586,0.0051266586,0.0075321081,down,-1,high_vol,expanded,0.23347875,0.26519077,breakout,downside,medium,9,8,17
USDJPY,2023-07-26,2023-07-26,asia,2023-07-26 00:00:00+00:00,2023-07-26 06:45:00+00:00,-0.0015435056,0.0015435056,0.0041266597,down,-1,medium_vol,normal,0.15508021,0.15563199,breakout,downside,large,5,4,9
USDJPY,2023-07-26,2023-07-26,london,2023-07-26 07:00:00+00:00,2023-07-26 12:45:00+00:00,-0.0031877012,0.0031877012,0.0044705999,down,-1,medium_vol,normal,0.30396476,0.14228935,breakout,downside,large,12,6,18
USDJPY,2023-07-27,2023-07-27,new_york,2023-07-26 22:00:00+00:00,2023-07-27 21:45:00+00:00,-0.00540635,0.00540635,0.01820542,down,-1,high_vol,expanded,0.13506771,0.26562194,breakout,downside,large,22,10,32
USDJPY,2023-07-27,2023-07-27,asia,2023-07-27 00:00:00+00:00,2023-07-27 06:45:00+00:00,-0.0023615821,0.0023615821,0.0078541305,down,-1,high_vol,expanded,0.14491803,0.59591837,breakout,downside,large,9,0,9
USDJPY,2023-07-27,2023-07-27,london,2023-07-27 07:00:00+00:00,2023-07-27 12:45:00+00:00,0.0048449751,0.0048449751,0.0068907899,up,1,high_vol,expanded,0.32363463,0.93989637,breakout,upside,large,5,2,7
USDJPY,2023-07-28,2023-07-28,new_york,2023-07-27 22:00:00+00:00,2023-07-28 20:45:00+00:00,0.012352363,0.012352363,0.017806048,up,1,high_vol,expanded,0.36848861,0.99234797,breakout,upside,large,17,17,34
USDJPY,2023-07-28,2023-07-28,asia,2023-07-28 00:00:00+00:00,2023-07-28 06:45:00+00:00,0.0028983211,0.0028983211,0.021757211,up,1,high_vol,expanded,0.065187465,0.40095979,breakout,upside,large,5,8,13
USDJPY,2023-07-28,2023-07-28,london,2023-07-28 07:00:00+00:00,2023-07-28 12:45:00+00:00,0.0047996496,0.0047996496,0.0088777364,up,1,high_vol,expanded,0.19635776,0.88596846,sweep,upside,small,0,1,1
USDJPY,2023-07-31,2023-07-31,new_york,2023-07-30 22:00:00+00:00,2023-07-31 21:45:00+00:00,0.0085668816,0.0085668816,0.013763012,up,1,medium_vol,expanded,0.3623145,0.78444502,breakout,upside,large,5,2,7
USDJPY,2023-07-31,2023-07-31,asia,2023-07-31 00:00:00+00:00,2023-07-31 06:45:00+00:00,0.0091967334,0.0091967334,0.010507508,up,1,high_vol,expanded,0.53282568,0.91920216,breakout,upside,large,12,10,22
USDJPY,2023-07-31,2023-07-31,london,2023-07-31 07:00:00+00:00,2023-07-31 12:45:00+00:00,0.0015241166,0.0015241166,0.0042625986,up,1,medium_vol,compressed,0.15008666,0.61849711,breakout,upside,medium,6,9,15
USDJPY,2023-08-01,2023-08-01,new_york,2023-07-31 22:00:00+00:00,2023-08-01 21:45:00+00:00,0.0034086277,0.0034086277,0.0093895394,up,1,medium_vol,expanded,0.14881866,0.42065868,breakout,downside,large,17,4,21
USDJPY,2023-08-01,2023-08-01,asia,2023-08-01 00:00:00+00:00,2023-08-01 06:45:00+00:00,0.0023256059,0.0023256059,0.0041207488,up,1,low_vol,compressed,0.24195906,0.68371697,breakout,upside,large,6,6,12
USDJPY,2023-08-01,2023-08-01,london,2023-08-01 07:00:00+00:00,2023-08-01 12:45:00+00:00,0.0042618814,0.0042618814,0.0051415954,up,1,low_vol,normal,0.49270665,0.96455351,breakout,upside,large,12,6,18
USDJPY,2023-08-02,2023-08-02,new_york,2023-08-01 22:00:00+00:00,2023-08-02 21:45:00+00:00,0.003722797,0.003722797,0.0049625619,up,1,low_vol,compressed,0.23807391,0.75017643,breakout,upside,medium,2,8,10
USDJPY,2023-08-02,2023-08-02,asia,2023-08-02 00:00:00+00:00,2023-08-02 06:45:00+00:00,-0.0024026944,0.0024026944,0.0056377632,down,-1,high_vol,normal,0.17265645,0.095533499,breakout,downside,large,2,8,10
USDJPY,2023-08-02,2023-08-02,london,2023-08-02 07:00:00+00:00,2023-08-02 12:45:00+00:00,0.0039370355,0.0039370355,0.0069064647,up,1,high_vol,expanded,0.30508014,0.96192893,breakout,upside,large,7,3,10
USDJPY,2023-08-03,2023-08-03,new_york,2023-08-02 22:00:00+00:00,2023-08-03 21:45:00+00:00,-0.005415005,0.005415005,0.0091099086,down,-1,medium_vol,normal,0.2604901,0.35465339,breakout,downside,medium,9,6,15
USDJPY,2023-08-03,2023-08-03,asia,2023-08-03 00:00:00+00:00,2023-08-03 06:45:00+00:00,0.0022113553,0.0022113553,0.0050784438,up,1,high_vol,normal,0.17769058,0.69162088,breakout,upside,large,9,6,15
USDJPY,2023-08-03,2023-08-03,london,2023-08-03 07:00:00+00:00,2023-08-03 12:45:00+00:00,-0.0066681748,0.0066681748,0.0085544747,down,-1,high_vol,expanded,0.43211547,0.16842962,breakout,downside,large,11,2,13
USDJPY,2023-08-04,2023-08-04,new_york,2023-08-03 22:00:00+00:00,2023-08-04 20:45:00+00:00,-0.0054513692,0.0054513692,0.0077596065,down,-1,medium_vol,normal,0.36173184,0.18490054,breakout,downside,large,6,6,12
USDJPY,2023-08-04,2023-08-04,asia,2023-08-04 00:00:00+00:00,2023-08-04 06:45:00+00:00,0.00029802497,0.00029802497,0.0039865223,up,1,medium_vol,compressed,0.024904776,0.58311346,sweep,upside,large,2,3,5
USDJPY,2023-08-04,2023-08-04,london,2023-08-04 07:00:00+00:00,2023-08-04 12:45:00+00:00,-0.0028250964,0.0028250964,0.0053978268,down,-1,medium_vol,normal,0.31908155,0.13766234,breakout,downside,large,2,8,10
USDJPY,2023-08-07,2023-08-07,new_york,2023-08-06 22:00:00+00:00,2023-08-07 21:45:00+00:00,0.0052380583,0.0052380583,0.0060458127,up,1,low_vol,compressed,0.41819206,0.89439907,breakout,downside,medium,9,5,14
USDJPY,2023-08-07,2023-08-07,asia,2023-08-07 00:00:00+00:00,2023-08-07 06:45:00+00:00,0.0025092865,0.0025092865,0.0055648362,up,1,high_vol,normal,0.21988882,0.90500317,breakout,downside,medium,8,8,16
USDJPY,2023-08-07,2023-08-07,london,2023-08-07 07:00:00+00:00,2023-08-07 12:45:00+00:00,-0.0015081419,0.0015081419,0.0031252637,down,-1,medium_vol,compressed,0.15731573,0.01799775,breakout,downside,medium,1,9,10
USDJPY,2023-08-08,2023-08-08,new_york,2023-08-07 22:00:00+00:00,2023-08-08 21:45:00+00:00,0.0060353418,0.0060353418,0.0076669895,up,1,low_vol,normal,0.40913416,0.87139588,breakout,upside,large,5,5,10
USDJPY,2023-08-08,2023-08-08,asia,2023-08-08 00:00:00+00:00,2023-08-08 06:45:00+00:00,0.0031219416,0.0031219416,0.0063421017,up,1,high_vol,normal,0.22623284,0.50276549,breakout,upside,large,21,3,24
USDJPY,2023-08-08,2023-08-08,london,2023-08-08 07:00:00+00:00,2023-08-08 12:45:00+00:00,0.0011504703,0.0011504703,0.0030667553,up,1,high_vol,compressed,0.10507825,0.70923603,sweep,downside,large,0,1,1
USDJPY,2023-08-09,2023-08-09,new_york,2023-08-08 22:00:00+00:00,2023-08-09 21:45:00+00:00,0.0022880661,0.0022880661,0.0037808898,up,1,low_vol,compressed,0.1612586,0.87177122,sweep,upside,large,3,13,16
USDJPY,2023-08-09,2023-08-09,asia,2023-08-09 00:00:00+00:00,2023-08-09 06:45:00+00:00,-0.0013716176,0.0013716176,0.0027816266,down,-1,medium_vol,compressed,0.14213382,0.15934755,breakout,downside,medium,5,5,10
USDJPY,2023-08-09,2023-08-09,london,2023-08-09 07:00:00+00:00,2023-08-09 12:45:00+00:00,0.0022750942,0.0022750942,0.0033025561,up,1,low_vol,compressed,0.36429771,0.70582011,breakout,upside,medium,6,11,17
USDJPY,2023-08-10,2023-08-10,new_york,2023-08-09 22:00:00+00:00,2023-08-10 21:45:00+00:00,0.0071129547,0.0071129547,0.0082474083,up,1,low_vol,normal,0.57063093,0.90421941,breakout,upside,large,28,26,54
USDJPY,2023-08-10,2023-08-10,asia,2023-08-10 00:00:00+00:00,2023-08-10 06:45:00+00:00,0.0016037962,0.0016037962,0.0029084027,up,1,low_vol,compressed,0.25343595,0.63038278,breakout,upside,large,9,15,24
USDJPY,2023-08-10,2023-08-10,london,2023-08-10 07:00:00+00:00,2023-08-10 12:45:00+00:00,-0.00091349577,0.00091349577,0.0051371112,down,-1,medium_vol,normal,0.11186729,0.71805274,sweep,downside,large,3,2,5
USDJPY,2023-08-11,2023-08-11,new_york,2023-08-10 22:00:00+00:00,2023-08-11 20:45:00+00:00,0.0015479662,0.0015479662,0.0037904441,up,1,low_vol,compressed,0.2244489,0.87055606,breakout,upside,medium,12,5,17
USDJPY,2023-08-11,2023-08-11,asia,2023-08-11 00:00:00+00:00,2023-08-11 06:45:00+00:00,-0.00067653861,0.00067653861,0.001812157,down,-1,low_vol,compressed,0.14848485,0.47238095,breakout,downside,medium,1,4,5
USDJPY,2023-08-11,2023-08-11,london,2023-08-11 07:00:00+00:00,2023-08-11 12:45:00+00:00,0.00026941609,0.00026941609,0.0029739392,up,1,low_vol,compressed,0.045882353,0.87108014,breakout,downside,large,7,9,16
USDJPY,2023-08-14,2023-08-14,new_york,2023-08-13 22:00:00+00:00,2023-08-14 21:45:00+00:00,0.0039696636,0.0039696636,0.0052181591,up,1,low_vol,compressed,0.26188851,0.95968275,breakout,upside,medium,7,8,15
USDJPY,2023-08-14,2023-08-14,asia,2023-08-14 00:00:00+00:00,2023-08-14 06:45:00+00:00,6.5582145e-05,6.5582145e-05,0.0039452838,up,1,low_vol,normal,0.0087036189,0.37270341,breakout,upside,large,3,5,8
USDJPY,2023-08-14,2023-08-14,london,2023-08-14 07:00:00+00:00,2023-08-14 12:45:00+00:00,0.0033306412,0.0033306412,0.0045282915,up,1,low_vol,normal,0.36401358,0.9214939,breakout,upside,large,9,4,13
USDJPY,2023-08-15,2023-08-15,new_york,2023-08-14 22:00:00+00:00,2023-08-15 21:45:00+00:00,9.6187869e-05,9.6187869e-05,0.0038818676,up,1,low_vol,compressed,0.0090439276,0.80884956,breakout,downside,large,5,8,13
USDJPY,2023-08-15,2023-08-15,asia,2023-08-15 00:00:00+00:00,2023-08-15 06:45:00+00:00,0.0019802525,0.0019802525,0.0028328612,up,1,low_vol,compressed,0.27402474,0.96359223,breakout,upside,large,3,8,11
USDJPY,2023-08-15,2023-08-15,london,2023-08-15 07:00:00+00:00,2023-08-15 12:45:00+00:00,-0.0008886632,0.0008886632,0.0027895103,down,-1,low_vol,compressed,0.10627821,0.33333333,sweep,upside,large,3,9,12
USDJPY,2023-08-16,2023-08-16,new_york,2023-08-15 22:00:00+00:00,2023-08-16 21:45:00+00:00,0.0049015735,0.0049015735,0.0060763024,up,1,low_vol,compressed,0.43020802,0.85472018,breakout,upside,large,18,15,33
USDJPY,2023-08-16,2023-08-16,asia,2023-08-16 00:00:00+00:00,2023-08-16 06:45:00+00:00,-0.0018644353,0.0018644353,0.0026507257,down,-1,low_vol,compressed,0.33456562,0.10362694,breakout,downside,medium,3,16,19
