pair,lookback_window,event_type,context_type,context_value,horizon_bars,event_frequency_per_1000_bars,mean_forward_return,reversal_probability,sample_count,bars_observed,low_sample
USDJPY,96,sweep_high,session,london,1,25.925501432664756,9.69936563845207e-06,0.48629531388152075,1131,43625,False
USDJPY,96,sweep_high,session,london,2,25.925501432664756,3.408350079088842e-05,0.48629531388152075,1131,43625,False
USDJPY,96,sweep_high,session,london,4,25.925501432664756,6.767434160433377e-05,0.48717948717948717,1131,43625,False
USDJPY,96,sweep_high,session,london,8,25.925501432664756,6.342622343301766e-05,0.4818744473916888,1131,43625,False
USDJPY,96,sweep_high,session,new_york,1,24.829785618466676,1.570187435436587e-05,0.4887869520897044,1962,79018,False
USDJPY,96,sweep_high,session,new_york,2,24.829785618466676,3.097347720439973e-05,0.4831804281345566,1962,79018,False
USDJPY,96,sweep_high,session,new_york,4,24.829785618466676,8.340310478886336e-05,0.4857288481141692,1962,79018,False
USDJPY,96,sweep_high,session,new_york,8,24.829785618466676,0.00010898222095179256,0.4928644240570846,1962,79018,False
USDJPY,96,sweep_low,session,asia,1,17.229888662380432,-3.873734472768748e-05,0.49829351535836175,879,51016,False
USDJPY,96,sweep_low,session,asia,2,17.229888662380432,-3.0097748658287707e-05,0.5164960182025028,879,51016,False
USDJPY,96,sweep_low,session,asia,4,17.229888662380432,-6.609048753509343e-05,0.5108077360637088,879,51016,False
USDJPY,96,sweep_low,session,asia,8,17.229888662380432,-0.00012487717643094667,0.4880546075085324,879,51016,False
USDJPY,96,sweep_low,session,london,1,18.934097421203436,-5.728194664775973e-06,0.5145278450363197,826,43625,False
USDJPY,96,sweep_low,session,london,2,18.934097421203436,6.533691876693524e-05,0.5351089588377724,826,43625,False
USDJPY,96,sweep_low,session,london,4,18.934097421203436,0.00011371107150640838,0.5520581113801453,826,43625,False
USDJPY,96,sweep_low,session,london,8,18.934097421203436,0.00015808135458158983,0.5435835351089588,826,43625,False
USDJPY,96,sweep_low,session,new_york,1,19.666405122883393,1.6643336184840565e-06,0.5193050193050193,1554,79018,False
USDJPY,96,sweep_low,session,new_york,2,19.666405122883393,1.827642335029385e-05,0.5283140283140283,1554,79018,False
USDJPY,96,sweep_low,session,new_york,4,19.666405122883393,4.637011813351321e-05,0.5341055341055341,1554,79018,False
USDJPY,96,sweep_low,session,new_york,8,19.666405122883393,7.347428789476012e-05,0.5482625482625483,1554,79018,False
ALL,24,sweep_high,session,asia,1,55.76372967058987,-2.905448900749614e-06,0.5089819264836974,8534,153039,False
ALL,24,sweep_high,session,asia,2,55.76372967058987,-4.320526828800513e-06,0.5088717751733683,8534,153039,False
ALL,24,sweep_high,session,asia,4,55.76372967058987,-3.6558681225746413e-06,0.5035783183250838,8534,153039,False
ALL,24,sweep_high,session,asia,8,55.76372967058987,-1.0133846068729677e-05,0.5062259490022987,8534,153039,False
ALL,24,sweep_high,session,london,1,64.24762129609186,1.1226886583184779e-05,0.4990670454082374,8408,130869,False
ALL,24,sweep_high,session,london,2,64.24762129609186,9.080379088632507e-06,0.500867861955279,8408,130869,False
ALL,24,sweep_high,session,london,4,64.24762129609186,1.3216196080730832e-05,0.4947915792961146,8408,130869,False
ALL,24,sweep_high,session,london,8,64.24762129609186,-1.5789414627976224e-06,0.49374646832109503,8408,130869,False
ALL,24,sweep_high,session,new_york,1,40.241076391814566,1.9826749712640626e-06,0.50623932700097,9594,238536,False
ALL,24,sweep_high,session,new_york,2,40.241076391814566,1.1990258021532243e-06,0.5106940391154177,9594,238536,False
ALL,24,sweep_high,session,new_york,4,40.241076391814566,-1.8369177029232161e-06,0.5169208878598663,9594,238536,False
ALL,24,sweep_high,session,new_york,8,40.241076391814566,1.1898901516796788e-05,0.5141768492207529,9594,238536,False
ALL,24,sweep_low,session,asia,1,53.87526833482289,-2.470599153699596e-10,0.5204485844721415,8245,153039,False
ALL,24,sweep_low,session,asia,2,53.87526833482289,2.2587826516348183e-06,0.5159181790023976,8245,153039,False
ALL,24,sweep_low,session,asia,4,53.87526833482289,2.883246399119918e-06,0.5228020121997172,8245,153039,False
ALL,24,sweep_low,session,asia,8,53.87526833482289,8.437045189741081e-06,0.5223752053915486,8245,153039,False
ALL,24,sweep_low,session,london,1,63.25440691366478,-4.813514407059751e-06,0.509765572285828,8278,130869,False
ALL,24,sweep_low,session,london,2,63.25440691366478,1.7338563047130668e-06,0.510161246392221,8278,130869,False
